age,sex,province,education,n
66,Female,British Columbia,Master's degree,4
66,Female,British Columbia,No high school diploma,2
66,Female,Manitoba,Associate degree,4
66,Female,Manitoba,High school diploma,7
66,Female,Manitoba,No high school diploma,1
66,Female,New Brunswick,Associate degree,5
66,Female,New Brunswick,Bachelor's degree,3
66,Female,New Brunswick,High school diploma,5
66,Female,New Brunswick,Master's degree,1
66,Female,New Brunswick,No high school diploma,4
66,Female,Newfoundland and Labrador,Associate degree,2
66,Female,Newfoundland and Labrador,Bachelor's degree,3
66,Female,Newfoundland and Labrador,High school diploma,3
66,Female,Newfoundland and Labrador,Master's degree,1
66,Female,Newfoundland and Labrador,No high school diploma,2
66,Female,Nova Scotia,Associate degree,8
66,Female,Nova Scotia,Bachelor's degree,1
66,Female,Nova Scotia,High school diploma,2
66,Female,Nova Scotia,Master's degree,1
66,Female,Ontario,Associate degree,17
66,Female,Ontario,Bachelor's degree,14
66,Female,Ontario,High school diploma,18
66,Female,Ontario,Master's degree,10
66,Female,Ontario,No high school diploma,5
66,Female,Prince Edward Island,Associate degree,3
66,Female,Prince Edward Island,Bachelor's degree,1
66,Female,Prince Edward Island,High school diploma,2
66,Female,Prince Edward Island,No high school diploma,1
66,Female,Quebec,Associate degree,18
66,Female,Quebec,Bachelor's degree,7
66,Female,Quebec,High school diploma,13
66,Female,Quebec,Master's degree,2
66,Female,Quebec,No high school diploma,11
66,Female,Saskatchewan,Associate degree,3
66,Female,Saskatchewan,High school diploma,5
66,Female,Saskatchewan,No high school diploma,2
66,Male,Alberta,Associate degree,5
66,Male,Alberta,Bachelor's degree,1
66,Male,Alberta,High school diploma,3
66,Male,Alberta,Master's degree,4
66,Male,Alberta,No high school diploma,2
66,Male,British Columbia,Associate degree,5
66,Male,British Columbia,Bachelor's degree,2
66,Male,British Columbia,High school diploma,7
66,Male,British Columbia,Master's degree,1
66,Male,British Columbia,No high school diploma,3
66,Male,Manitoba,Associate degree,5
66,Male,Manitoba,Bachelor's degree,1
66,Male,Manitoba,High school diploma,3
66,Male,Manitoba,No high school diploma,1
66,Male,New Brunswick,Associate degree,5
66,Male,New Brunswick,Bachelor's degree,3
66,Male,New Brunswick,High school diploma,6
66,Male,New Brunswick,Master's degree,2
66,Male,New Brunswick,No high school diploma,3
66,Male,Newfoundland and Labrador,Associate degree,3
66,Male,Newfoundland and Labrador,Bachelor's degree,1
66,Male,Newfoundland and Labrador,Master's degree,1
66,Male,Newfoundland and Labrador,No high school diploma,2
66,Male,Nova Scotia,Bachelor's degree,1
66,Male,Nova Scotia,High school diploma,6
66,Male,Nova Scotia,Master's degree,2
66,Male,Nova Scotia,No high school diploma,1
66,Male,Ontario,Associate degree,16
66,Male,Ontario,Bachelor's degree,9
66,Male,Ontario,High school diploma,14
66,Male,Ontario,Master's degree,6
66,Male,Ontario,No high school diploma,4
66,Male,Prince Edward Island,Associate degree,5
66,Male,Prince Edward Island,High school diploma,2
66,Male,Prince Edward Island,Master's degree,1
66,Male,Prince Edward Island,No high school diploma,2
66,Male,Quebec,Associate degree,10
66,Male,Quebec,Bachelor's degree,3
66,Male,Quebec,High school diploma,9
66,Male,Quebec,Master's degree,5
66,Male,Quebec,No high school diploma,5
66,Male,Saskatchewan,Associate degree,2
66,Male,Saskatchewan,High school diploma,3
66,Male,Saskatchewan,Master's degree,2
66,Male,Saskatchewan,No high school diploma,2
67,Female,Alberta,Associate degree,5
67,Female,Alberta,Bachelor's degree,2
67,Female,Alberta,High school diploma,4
67,Female,Alberta,Master's degree,2
67,Female,British Columbia,Associate degree,10
67,Female,British Columbia,Bachelor's degree,8
67,Female,British Columbia,High school diploma,10
67,Female,British Columbia,Master's degree,1
67,Female,British Columbia,No high school diploma,3
67,Female,Manitoba,Associate degree,4
67,Female,Manitoba,Bachelor's degree,4
67,Female,Manitoba,High school diploma,3
67,Female,Manitoba,Master's degree,1
67,Female,Manitoba,No high school diploma,4
67,Female,New Brunswick,Associate degree,7
67,Female,New Brunswick,Bachelor's degree,2
67,Female,New Brunswick,High school diploma,5
67,Female,New Brunswick,No high school diploma,3
67,Female,Newfoundland and Labrador,Associate degree,3
67,Female,Newfoundland and Labrador,Bachelor's degree,1
67,Female,Newfoundland and Labrador,High school diploma,1
67,Female,Newfoundland and Labrador,No high school diploma,5
67,Female,Nova Scotia,Associate degree,5
67,Female,Nova Scotia,High school diploma,1
67,Female,Nova Scotia,Master's degree,4
67,Female,Nova Scotia,No high school diploma,3
67,Female,Ontario,Associate degree,14
67,Female,Ontario,Bachelor's degree,9
67,Female,Ontario,High school diploma,13
67,Female,Ontario,Master's degree,5
67,Female,Ontario,No high school diploma,7
67,Female,Prince Edward Island,Associate degree,5
67,Female,Prince Edward Island,Bachelor's degree,1
67,Female,Prince Edward Island,High school diploma,2
67,Female,Prince Edward Island,Master's degree,1
67,Female,Prince Edward Island,No high school diploma,1
67,Female,Quebec,Associate degree,16
67,Female,Quebec,Bachelor's degree,2
67,Female,Quebec,High school diploma,12
67,Female,Quebec,Master's degree,1
67,Female,Quebec,No high school diploma,7
67,Female,Saskatchewan,Associate degree,6
67,Female,Saskatchewan,Bachelor's degree,1
67,Female,Saskatchewan,High school diploma,3
67,Female,Saskatchewan,Master's degree,1
67,Female,Saskatchewan,No high school diploma,3
67,Male,Alberta,Associate degree,2
67,Male,Alberta,Bachelor's degree,2
67,Male,Alberta,High school diploma,4
67,Male,Alberta,Master's degree,1
67,Male,Alberta,No high school diploma,2
67,Male,British Columbia,Associate degree,6
67,Male,British Columbia,Bachelor's degree,3
67,Male,British Columbia,High school diploma,6
67,Male,British Columbia,Master's degree,2
67,Male,British Columbia,No high school diploma,4
67,Male,Manitoba,Associate degree,4
67,Male,Manitoba,High school diploma,4
67,Male,Manitoba,Master's degree,1
67,Male,Manitoba,No high school diploma,4
67,Male,New Brunswick,Associate degree,3
67,Male,New Brunswick,Bachelor's degree,2
67,Male,New Brunswick,High school diploma,1
67,Male,New Brunswick,Master's degree,3
67,Male,New Brunswick,No high school diploma,4
67,Male,Newfoundland and Labrador,Associate degree,2
67,Male,Newfoundland and Labrador,Bachelor's degree,3
67,Male,Newfoundland and Labrador,High school diploma,2
67,Male,Newfoundland and Labrador,No high school diploma,4
67,Male,Nova Scotia,Associate degree,2
67,Male,Nova Scotia,Bachelor's degree,3
67,Male,Nova Scotia,High school diploma,1
67,Male,Nova Scotia,No high school diploma,2
67,Male,Ontario,Associate degree,14
67,Male,Ontario,Bachelor's degree,5
67,Male,Ontario,High school diploma,11
67,Male,Ontario,Master's degree,1
67,Male,Ontario,No high school diploma,7
67,Male,Prince Edward Island,Associate degree,3
67,Male,Prince Edward Island,Bachelor's degree,3
67,Male,Prince Edward Island,High school diploma,2
67,Male,Quebec,Associate degree,5
67,Male,Quebec,Bachelor's degree,5
67,Male,Quebec,High school diploma,9
67,Male,Quebec,Master's degree,2
67,Male,Quebec,No high school diploma,6
67,Male,Saskatchewan,Associate degree,1
67,Male,Saskatchewan,High school diploma,2
67,Male,Saskatchewan,No high school diploma,1
68,Female,Alberta,Associate degree,4
68,Female,Alberta,Bachelor's degree,4
68,Female,Alberta,High school diploma,4
68,Female,Alberta,No high school diploma,1
68,Female,British Columbia,Associate degree,6
68,Female,British Columbia,Bachelor's degree,6
68,Female,British Columbia,High school diploma,3
68,Female,British Columbia,Master's degree,3
68,Female,British Columbia,No high school diploma,2
68,Female,Manitoba,Associate degree,2
68,Female,Manitoba,Bachelor's degree,1
68,Female,Manitoba,High school diploma,5
68,Female,Manitoba,Master's degree,1
68,Female,Manitoba,No high school diploma,2
68,Female,New Brunswick,Associate degree,6
68,Female,New Brunswick,High school diploma,4
68,Female,New Brunswick,Master's degree,1
68,Female,New Brunswick,No high school diploma,6
68,Female,Newfoundland and Labrador,Associate degree,6
68,Female,Newfoundland and Labrador,Bachelor's degree,1
68,Female,Newfoundland and Labrador,High school diploma,5
68,Female,Newfoundland and Labrador,No high school diploma,5
68,Female,Nova Scotia,Associate degree,1
68,Female,Nova Scotia,Bachelor's degree,5
68,Female,Nova Scotia,High school diploma,13
68,Female,Nova Scotia,No high school diploma,2
68,Female,Ontario,Associate degree,15
68,Female,Ontario,Bachelor's degree,9
68,Female,Ontario,High school diploma,13
68,Female,Ontario,Master's degree,8
68,Female,Ontario,No high school diploma,11
68,Female,Prince Edward Island,Associate degree,3
68,Female,Prince Edward Island,Bachelor's degree,1
68,Female,Prince Edward Island,Master's degree,2
68,Female,Prince Edward Island,No high school diploma,2
68,Female,Quebec,Associate degree,11
68,Female,Quebec,Bachelor's degree,4
68,Female,Quebec,High school diploma,14
68,Female,Quebec,Master's degree,1
68,Female,Quebec,No high school diploma,11
68,Female,Saskatchewan,Associate degree,6
68,Female,Saskatchewan,High school diploma,2
68,Male,Alberta,Associate degree,6
68,Male,Alberta,Bachelor's degree,2
68,Male,Alberta,High school diploma,5
68,Male,Alberta,Master's degree,1
68,Male,Alberta,No high school diploma,2
68,Male,British Columbia,Associate degree,11
68,Male,British Columbia,Bachelor's degree,7
68,Male,British Columbia,High school diploma,4
68,Male,British Columbia,Master's degree,4
68,Male,British Columbia,No high school diploma,6
68,Male,Manitoba,Associate degree,2
68,Male,Manitoba,Bachelor's degree,3
68,Male,Manitoba,High school diploma,1
68,Male,Manitoba,No high school diploma,4
68,Male,New Brunswick,Associate degree,5
68,Male,New Brunswick,Bachelor's degree,1
68,Male,New Brunswick,High school diploma,3
68,Male,New Brunswick,Master's degree,1
68,Male,New Brunswick,No high school diploma,4
68,Male,Newfoundland and Labrador,Associate degree,2
68,Male,Newfoundland and Labrador,High school diploma,6
68,Male,Newfoundland and Labrador,Master's degree,1
68,Male,Newfoundland and Labrador,No high school diploma,3
68,Male,Nova Scotia,Associate degree,3
68,Male,Nova Scotia,Bachelor's degree,1
68,Male,Nova Scotia,High school diploma,1
68,Male,Nova Scotia,Master's degree,2
68,Male,Nova Scotia,No high school diploma,3
68,Male,Ontario,Associate degree,14
68,Male,Ontario,Bachelor's degree,9
68,Male,Ontario,High school diploma,13
68,Male,Ontario,Master's degree,7
68,Male,Ontario,No high school diploma,6
68,Male,Prince Edward Island,Associate degree,3
68,Male,Prince Edward Island,High school diploma,4
68,Male,Quebec,Associate degree,8
68,Male,Quebec,Bachelor's degree,5
68,Male,Quebec,High school diploma,8
68,Male,Quebec,Master's degree,5
68,Male,Quebec,No high school diploma,4
68,Male,Saskatchewan,Associate degree,4
68,Male,Saskatchewan,Bachelor's degree,1
68,Male,Saskatchewan,High school diploma,4
68,Male,Saskatchewan,No high school diploma,1
69,Female,Alberta,Associate degree,4
69,Female,Alberta,High school diploma,7
69,Female,Alberta,Master's degree,1
69,Female,Alberta,No high school diploma,4
69,Female,British Columbia,Associate degree,12
69,Female,British Columbia,Bachelor's degree,6
69,Female,British Columbia,High school diploma,8
69,Female,British Columbia,Master's degree,2
69,Female,British Columbia,No high school diploma,1
69,Female,Manitoba,Associate degree,5
69,Female,Manitoba,Bachelor's degree,3
69,Female,Manitoba,High school diploma,5
69,Female,Manitoba,No high school diploma,4
69,Female,New Brunswick,Associate degree,4
69,Female,New Brunswick,Bachelor's degree,3
69,Female,New Brunswick,High school diploma,5
69,Female,New Brunswick,Master's degree,2
69,Female,New Brunswick,No high school diploma,6
69,Female,Newfoundland and Labrador,Associate degree,3
69,Female,Newfoundland and Labrador,Bachelor's degree,3
69,Female,Newfoundland and Labrador,High school diploma,2
69,Female,Newfoundland and Labrador,No high school diploma,4
69,Female,Nova Scotia,Associate degree,5
69,Female,Nova Scotia,Bachelor's degree,4
69,Female,Nova Scotia,High school diploma,6
69,Female,Nova Scotia,Master's degree,1
69,Female,Nova Scotia,No high school diploma,3
69,Female,Ontario,Associate degree,19
69,Female,Ontario,Bachelor's degree,10
69,Female,Ontario,High school diploma,16
69,Female,Ontario,Master's degree,6
69,Female,Ontario,No high school diploma,10
69,Female,Prince Edward Island,Associate degree,6
69,Female,Prince Edward Island,High school diploma,1
69,Female,Prince Edward Island,No high school diploma,1
69,Female,Quebec,Associate degree,9
69,Female,Quebec,Bachelor's degree,1
69,Female,Quebec,High school diploma,17
69,Female,Quebec,Master's degree,3
69,Female,Quebec,No high school diploma,12
69,Female,Saskatchewan,Associate degree,4
69,Female,Saskatchewan,Bachelor's degree,4
69,Female,Saskatchewan,High school diploma,3
69,Female,Saskatchewan,No high school diploma,1
69,Male,Alberta,Associate degree,4
69,Male,Alberta,High school diploma,4
69,Male,Alberta,Master's degree,2
69,Male,Alberta,No high school diploma,3
69,Male,British Columbia,Associate degree,9
69,Male,British Columbia,Bachelor's degree,3
69,Male,British Columbia,High school diploma,12
69,Male,British Columbia,Master's degree,2
69,Male,Manitoba,Bachelor's degree,2
69,Male,Manitoba,High school diploma,4
69,Male,Manitoba,Master's degree,1
69,Male,Manitoba,No high school diploma,2
69,Male,New Brunswick,Bachelor's degree,1
69,Male,New Brunswick,High school diploma,3
69,Male,New Brunswick,Master's degree,1
69,Male,New Brunswick,No high school diploma,5
69,Male,Newfoundland and Labrador,Associate degree,2
69,Male,Newfoundland and Labrador,Bachelor's degree,2
69,Male,Newfoundland and Labrador,No high school diploma,2
69,Male,Nova Scotia,Associate degree,6
69,Male,Nova Scotia,Bachelor's degree,2
69,Male,Nova Scotia,High school diploma,6
69,Male,Nova Scotia,Master's degree,1
69,Male,Nova Scotia,No high school diploma,1
69,Male,Ontario,Associate degree,14
69,Male,Ontario,Bachelor's degree,5
69,Male,Ontario,High school diploma,11
69,Male,Ontario,Master's degree,7
69,Male,Ontario,No high school diploma,10
69,Male,Prince Edward Island,Master's degree,1
69,Male,Prince Edward Island,No high school diploma,1
69,Male,Quebec,Associate degree,10
69,Male,Quebec,Bachelor's degree,10
69,Male,Quebec,High school diploma,12
69,Male,Quebec,Master's degree,2
69,Male,Quebec,No high school diploma,7
69,Male,Saskatchewan,Associate degree,2
69,Male,Saskatchewan,Bachelor's degree,2
69,Male,Saskatchewan,High school diploma,3
69,Male,Saskatchewan,Master's degree,1
69,Male,Saskatchewan,No high school diploma,1
70,Female,Alberta,Associate degree,6
70,Female,Alberta,Bachelor's degree,2
70,Female,Alberta,High school diploma,5
70,Female,Alberta,Master's degree,1
70,Female,British Columbia,Associate degree,8
70,Female,British Columbia,Bachelor's degree,4
70,Female,British Columbia,High school diploma,9
70,Female,British Columbia,Master's degree,1
70,Female,British Columbia,No high school diploma,3
70,Female,Manitoba,Associate degree,6
70,Female,Manitoba,Bachelor's degree,1
70,Female,Manitoba,High school diploma,4
70,Female,Manitoba,No high school diploma,4
70,Female,New Brunswick,Associate degree,3
70,Female,New Brunswick,Bachelor's degree,1
70,Female,New Brunswick,High school diploma,4
70,Female,New Brunswick,Master's degree,1
70,Female,New Brunswick,No high school diploma,5
70,Female,Newfoundland and Labrador,Associate degree,3
70,Female,Newfoundland and Labrador,High school diploma,2
70,Female,Newfoundland and Labrador,No high school diploma,6
70,Female,Nova Scotia,Associate degree,2
70,Female,Nova Scotia,Bachelor's degree,3
70,Female,Nova Scotia,High school diploma,2
70,Female,Nova Scotia,Master's degree,1
70,Female,Nova Scotia,No high school diploma,6
70,Female,Ontario,Associate degree,23
70,Female,Ontario,Bachelor's degree,8
70,Female,Ontario,High school diploma,15
70,Female,Ontario,Master's degree,5
70,Female,Ontario,No high school diploma,7
70,Female,Prince Edward Island,Associate degree,3
70,Female,Prince Edward Island,Bachelor's degree,1
70,Female,Prince Edward Island,High school diploma,5
70,Female,Quebec,Associate degree,9
70,Female,Quebec,Bachelor's degree,2
70,Female,Quebec,High school diploma,10
70,Female,Quebec,Master's degree,2
70,Female,Quebec,No high school diploma,16
70,Female,Saskatchewan,Associate degree,1
70,Female,Saskatchewan,Bachelor's degree,2
70,Female,Saskatchewan,High school diploma,2
70,Female,Saskatchewan,Master's degree,3
70,Female,Saskatchewan,No high school diploma,1
70,Male,Alberta,Associate degree,4
70,Male,Alberta,Bachelor's degree,3
70,Male,Alberta,High school diploma,2
70,Male,Alberta,Master's degree,1
70,Male,Alberta,No high school diploma,1
70,Male,British Columbia,Associate degree,7
70,Male,British Columbia,Bachelor's degree,3
70,Male,British Columbia,High school diploma,6
70,Male,British Columbia,Master's degree,3
70,Male,British Columbia,No high school diploma,2
70,Male,Manitoba,Associate degree,3
70,Male,Manitoba,Bachelor's degree,1
70,Male,Manitoba,High school diploma,5
70,Male,Manitoba,No high school diploma,2
70,Male,New Brunswick,Associate degree,3
70,Male,New Brunswick,Bachelor's degree,2
70,Male,New Brunswick,High school diploma,3
70,Male,New Brunswick,No high school diploma,6
70,Male,Newfoundland and Labrador,Associate degree,4
70,Male,Newfoundland and Labrador,High school diploma,1
70,Male,Newfoundland and Labrador,No high school diploma,3
70,Male,Nova Scotia,Associate degree,2
70,Male,Nova Scotia,Bachelor's degree,3
70,Male,Nova Scotia,High school diploma,3
70,Male,Nova Scotia,Master's degree,4
70,Male,Nova Scotia,No high school diploma,3
70,Male,Ontario,Associate degree,17
70,Male,Ontario,Bachelor's degree,12
70,Male,Ontario,High school diploma,13
70,Male,Ontario,Master's degree,5
70,Male,Ontario,No high school diploma,9
70,Male,Prince Edward Island,Associate degree,1
70,Male,Prince Edward Island,Bachelor's degree,1
70,Male,Prince Edward Island,High school diploma,1
70,Male,Prince Edward Island,No high school diploma,1
70,Male,Quebec,Associate degree,7
70,Male,Quebec,Bachelor's degree,4
70,Male,Quebec,High school diploma,5
70,Male,Quebec,Master's degree,1
70,Male,Quebec,No high school diploma,11
70,Male,Saskatchewan,Associate degree,3
70,Male,Saskatchewan,High school diploma,2
70,Male,Saskatchewan,No high school diploma,4
71,Female,Alberta,Associate degree,1
71,Female,Alberta,Bachelor's degree,1
71,Female,Alberta,High school diploma,2
71,Female,Alberta,Master's degree,2
71,Female,Alberta,No high school diploma,2
71,Female,British Columbia,Associate degree,8
71,Female,British Columbia,Bachelor's degree,4
71,Female,British Columbia,High school diploma,4
71,Female,British Columbia,Master's degree,3
71,Female,British Columbia,No high school diploma,6
71,Female,Manitoba,Associate degree,5
71,Female,Manitoba,High school diploma,1
71,Female,Manitoba,No high school diploma,1
71,Female,New Brunswick,Associate degree,3
71,Female,New Brunswick,Bachelor's degree,1
71,Female,New Brunswick,High school diploma,1
71,Female,New Brunswick,Master's degree,2
71,Female,New Brunswick,No high school diploma,5
71,Female,Newfoundland and Labrador,Associate degree,2
71,Female,Newfoundland and Labrador,Bachelor's degree,1
71,Female,Newfoundland and Labrador,High school diploma,2
71,Female,Newfoundland and Labrador,No high school diploma,7
71,Female,Nova Scotia,Associate degree,3
71,Female,Nova Scotia,Bachelor's degree,3
71,Female,Nova Scotia,High school diploma,4
71,Female,Nova Scotia,No high school diploma,4
71,Female,Ontario,Associate degree,10
71,Female,Ontario,Bachelor's degree,11
71,Female,Ontario,High school diploma,14
71,Female,Ontario,Master's degree,2
71,Female,Ontario,No high school diploma,9
71,Female,Prince Edward Island,Associate degree,3
71,Female,Prince Edward Island,Bachelor's degree,1
71,Female,Prince Edward Island,No high school diploma,3
71,Female,Quebec,Associate degree,7
71,Female,Quebec,Bachelor's degree,7
71,Female,Quebec,High school diploma,7
71,Female,Quebec,Master's degree,4
71,Female,Quebec,No high school diploma,13
71,Female,Saskatchewan,Associate degree,2
71,Female,Saskatchewan,Bachelor's degree,2
71,Female,Saskatchewan,High school diploma,1
71,Female,Saskatchewan,No high school diploma,4
71,Male,Alberta,Associate degree,2
71,Male,Alberta,High school diploma,1
71,Male,Alberta,No high school diploma,2
71,Male,British Columbia,Associate degree,4
71,Male,British Columbia,Bachelor's degree,2
71,Male,British Columbia,High school diploma,5
71,Male,British Columbia,Master's degree,6
71,Male,British Columbia,No high school diploma,4
71,Male,Manitoba,Associate degree,1
71,Male,Manitoba,Master's degree,1
71,Male,Manitoba,No high school diploma,4
71,Male,New Brunswick,Associate degree,2
71,Male,New Brunswick,Bachelor's degree,2
71,Male,New Brunswick,High school diploma,5
71,Male,New Brunswick,Master's degree,1
71,Male,New Brunswick,No high school diploma,4
71,Male,Newfoundland and Labrador,Associate degree,6
71,Male,Newfoundland and Labrador,No high school diploma,4
71,Male,Nova Scotia,Associate degree,6
71,Male,Nova Scotia,Bachelor's degree,2
71,Male,Nova Scotia,High school diploma,3
71,Male,Nova Scotia,Master's degree,1
71,Male,Nova Scotia,No high school diploma,2
71,Male,Ontario,Associate degree,7
71,Male,Ontario,Bachelor's degree,10
71,Male,Ontario,High school diploma,13
71,Male,Ontario,Master's degree,4
71,Male,Ontario,No high school diploma,12
71,Male,Prince Edward Island,Associate degree,1
71,Male,Prince Edward Island,High school diploma,2
71,Male,Prince Edward Island,No high school diploma,3
71,Male,Quebec,Associate degree,4
71,Male,Quebec,Bachelor's degree,7
71,Male,Quebec,High school diploma,6
71,Male,Quebec,Master's degree,3
71,Male,Quebec,No high school diploma,8
71,Male,Saskatchewan,Associate degree,1
71,Male,Saskatchewan,Bachelor's degree,1
71,Male,Saskatchewan,High school diploma,4
71,Male,Saskatchewan,Master's degree,1
72,Female,Alberta,Associate degree,3
72,Female,Alberta,Bachelor's degree,3
72,Female,Alberta,High school diploma,1
72,Female,British Columbia,Associate degree,5
72,Female,British Columbia,High school diploma,3
72,Female,British Columbia,Master's degree,1
72,Female,British Columbia,No high school diploma,4
72,Female,Manitoba,Associate degree,3
72,Female,Manitoba,High school diploma,3
72,Female,Manitoba,No high school diploma,3
72,Female,New Brunswick,Associate degree,1
72,Female,New Brunswick,High school diploma,3
72,Female,New Brunswick,Master's degree,1
72,Female,New Brunswick,No high school diploma,4
72,Female,Newfoundland and Labrador,Associate degree,1
72,Female,Newfoundland and Labrador,Bachelor's degree,1
72,Female,Newfoundland and Labrador,High school diploma,2
72,Female,Newfoundland and Labrador,No high school diploma,5
72,Female,Nova Scotia,Associate degree,4
72,Female,Nova Scotia,Bachelor's degree,3
72,Female,Nova Scotia,High school diploma,3
72,Female,Nova Scotia,Master's degree,1
72,Female,Nova Scotia,No high school diploma,7
72,Female,Ontario,Associate degree,13
72,Female,Ontario,Bachelor's degree,9
72,Female,Ontario,High school diploma,13
72,Female,Ontario,Master's degree,5
72,Female,Ontario,No high school diploma,10
72,Female,Prince Edward Island,Associate degree,4
72,Female,Prince Edward Island,Bachelor's degree,1
72,Female,Prince Edward Island,High school diploma,1
72,Female,Prince Edward Island,Master's degree,1
72,Female,Quebec,Associate degree,5
72,Female,Quebec,Bachelor's degree,3
72,Female,Quebec,High school diploma,11
72,Female,Quebec,Master's degree,2
72,Female,Quebec,No high school diploma,17
72,Female,Saskatchewan,Associate degree,4
72,Female,Saskatchewan,High school diploma,3
72,Female,Saskatchewan,Master's degree,1
72,Male,Alberta,Associate degree,3
72,Male,Alberta,Bachelor's degree,1
72,Male,Alberta,High school diploma,4
72,Male,Alberta,Master's degree,1
72,Male,Alberta,No high school diploma,4
72,Male,British Columbia,Associate degree,2
72,Male,British Columbia,Bachelor's degree,2
72,Male,British Columbia,High school diploma,5
72,Male,British Columbia,Master's degree,3
72,Male,British Columbia,No high school diploma,2
72,Male,Manitoba,Associate degree,3
72,Male,Manitoba,High school diploma,1
72,Male,Manitoba,No high school diploma,3
72,Male,New Brunswick,Associate degree,6
72,Male,New Brunswick,Bachelor's degree,1
72,Male,New Brunswick,High school diploma,1
72,Male,New Brunswick,Master's degree,1
72,Male,Newfoundland and Labrador,Associate degree,1
72,Male,Newfoundland and Labrador,Bachelor's degree,1
72,Male,Newfoundland and Labrador,No high school diploma,1
72,Male,Nova Scotia,Associate degree,2
72,Male,Nova Scotia,Bachelor's degree,1
72,Male,Nova Scotia,High school diploma,4
72,Male,Nova Scotia,Master's degree,2
72,Male,Nova Scotia,No high school diploma,3
72,Male,Ontario,Associate degree,7
72,Male,Ontario,Bachelor's degree,4
72,Male,Ontario,High school diploma,10
72,Male,Ontario,Master's degree,2
72,Male,Ontario,No high school diploma,3
72,Male,Prince Edward Island,Bachelor's degree,1
72,Male,Prince Edward Island,Master's degree,2
72,Male,Prince Edward Island,No high school diploma,2
72,Male,Quebec,Associate degree,2
72,Male,Quebec,Bachelor's degree,4
72,Male,Quebec,High school diploma,2
72,Male,Quebec,Master's degree,1
72,Male,Quebec,No high school diploma,5
72,Male,Saskatchewan,Associate degree,1
72,Male,Saskatchewan,Bachelor's degree,1
72,Male,Saskatchewan,High school diploma,2
72,Male,Saskatchewan,Master's degree,1
72,Male,Saskatchewan,No high school diploma,3
73,Female,Alberta,Associate degree,4
73,Female,Alberta,Bachelor's degree,1
73,Female,Alberta,High school diploma,3
73,Female,Alberta,Master's degree,1
73,Female,Alberta,No high school diploma,2
73,Female,British Columbia,Associate degree,11
73,Female,British Columbia,Bachelor's degree,4
73,Female,British Columbia,High school diploma,5
73,Female,British Columbia,Master's degree,1
73,Female,Manitoba,Associate degree,3
73,Female,Manitoba,No high school diploma,2
73,Female,New Brunswick,Associate degree,1
73,Female,New Brunswick,Bachelor's degree,2
73,Female,New Brunswick,High school diploma,3
73,Female,New Brunswick,Master's degree,1
73,Female,New Brunswick,No high school diploma,2
73,Female,Newfoundland and Labrador,Associate degree,2
73,Female,Newfoundland and Labrador,High school diploma,1
73,Female,Newfoundland and Labrador,No high school diploma,2
73,Female,Nova Scotia,Associate degree,2
73,Female,Nova Scotia,Bachelor's degree,1
73,Female,Nova Scotia,High school diploma,1
73,Female,Nova Scotia,Master's degree,1
73,Female,Nova Scotia,No high school diploma,5
73,Female,Ontario,Associate degree,13
73,Female,Ontario,Bachelor's degree,6
73,Female,Ontario,High school diploma,19
73,Female,Ontario,Master's degree,5
73,Female,Ontario,No high school diploma,10
73,Female,Prince Edward Island,Associate degree,3
73,Female,Prince Edward Island,Bachelor's degree,1
73,Female,Prince Edward Island,High school diploma,1
73,Female,Prince Edward Island,Master's degree,1
73,Female,Prince Edward Island,No high school diploma,2
73,Female,Quebec,Associate degree,1
73,Female,Quebec,Bachelor's degree,9
73,Female,Quebec,High school diploma,6
73,Female,Quebec,Master's degree,1
73,Female,Quebec,No high school diploma,10
73,Female,Saskatchewan,Associate degree,3
73,Female,Saskatchewan,Bachelor's degree,1
73,Female,Saskatchewan,High school diploma,2
73,Female,Saskatchewan,No high school diploma,2
73,Male,Alberta,Associate degree,1
73,Male,Alberta,Master's degree,2
73,Male,Alberta,No high school diploma,3
73,Male,British Columbia,Associate degree,5
73,Male,British Columbia,Bachelor's degree,3
73,Male,British Columbia,High school diploma,5
73,Male,British Columbia,Master's degree,3
73,Male,Manitoba,Associate degree,2
73,Male,Manitoba,Bachelor's degree,1
73,Male,Manitoba,High school diploma,1
73,Male,Manitoba,Master's degree,1
73,Male,Manitoba,No high school diploma,3
73,Male,New Brunswick,Associate degree,5
73,Male,New Brunswick,Bachelor's degree,2
73,Male,New Brunswick,High school diploma,3
73,Male,New Brunswick,Master's degree,1
73,Male,New Brunswick,No high school diploma,1
73,Male,Newfoundland and Labrador,Associate degree,3
73,Male,Newfoundland and Labrador,Master's degree,1
73,Male,Newfoundland and Labrador,No high school diploma,2
73,Male,Nova Scotia,Bachelor's degree,2
73,Male,Nova Scotia,High school diploma,4
73,Male,Nova Scotia,No high school diploma,3
73,Male,Ontario,Associate degree,3
73,Male,Ontario,Bachelor's degree,6
73,Male,Ontario,High school diploma,8
73,Male,Ontario,Master's degree,6
73,Male,Ontario,No high school diploma,5
73,Male,Prince Edward Island,Associate degree,1
73,Male,Prince Edward Island,Master's degree,1
73,Male,Prince Edward Island,No high school diploma,3
73,Male,Quebec,Associate degree,1
73,Male,Quebec,Bachelor's degree,3
73,Male,Quebec,High school diploma,4
73,Male,Quebec,No high school diploma,12
73,Male,Saskatchewan,Associate degree,1
73,Male,Saskatchewan,Bachelor's degree,1
73,Male,Saskatchewan,High school diploma,3
73,Male,Saskatchewan,Master's degree,1
