age,sex,province,education
58,Female,Quebec,Associate degree
80,Female,Ontario,Associate degree
44,Female,Quebec,Associate degree
56,Female,Manitoba,Bachelor's degree
27,Male,New Brunswick,Associate degree
43,Male,New Brunswick,High school diploma
50,Female,Ontario,High school diploma
75,Male,Manitoba,High school diploma
47,Male,Ontario,Master's degree
46,Male,Ontario,Associate degree
30,Female,Newfoundland and Labrador,Master's degree
53,Female,New Brunswick,Associate degree
45,Male,Manitoba,Bachelor's degree
61,Female,Quebec,Associate degree
50,Female,Ontario,Bachelor's degree
52,Male,Ontario,High school diploma
76,Male,Newfoundland and Labrador,No high school diploma
66,Female,Ontario,High school diploma
73,Female,Quebec,High school diploma
74,Male,Quebec,Associate degree
79,Male,Ontario,Associate degree
36,Female,Ontario,Associate degree
58,Male,British Columbia,Bachelor's degree
80,Female,Quebec,Associate degree
74,Female,British Columbia,Master's degree
58,Male,Quebec,High school diploma
55,Female,Quebec,No high school diploma
52,Female,Saskatchewan,No high school diploma
80,Male,British Columbia,Master's degree
23,Male,Nova Scotia,High school diploma
38,Male,Quebec,Associate degree
61,Female,Quebec,High school diploma
63,Male,Nova Scotia,Master's degree
47,Male,Nova Scotia,Associate degree
79,Female,Ontario,Associate degree
60,Female,Quebec,High school diploma
27,Female,New Brunswick,Bachelor's degree
31,Male,Quebec,Associate degree
40,Female,New Brunswick,Associate degree
39,Female,British Columbia,Associate degree
64,Female,Nova Scotia,No high school diploma
28,Male,Ontario,Master's degree
30,Female,Quebec,Associate degree
70,Female,Manitoba,Associate degree
39,Male,Quebec,Associate degree
61,Female,Quebec,High school diploma
23,Female,Newfoundland and Labrador,High school diploma
58,Female,Ontario,High school diploma
49,Female,Manitoba,Bachelor's degree
20,Male,Ontario,No high school diploma
60,Male,Alberta,Master's degree
62,Female,Quebec,Associate degree
57,Female,Quebec,High school diploma
34,Female,Ontario,Associate degree
80,Female,British Columbia,No high school diploma
47,Male,Newfoundland and Labrador,Associate degree
30,Male,Ontario,Associate degree
80,Male,British Columbia,No high school diploma
51,Male,Quebec,Associate degree
38,Male,Quebec,Master's degree
72,Male,Quebec,No high school diploma
45,Female,Quebec,High school diploma
71,Female,Newfoundland and Labrador,No high school diploma
23,Male,Newfoundland and Labrador,Associate degree
52,Male,New Brunswick,Associate degree
71,Male,Prince Edward Island,High school diploma
52,Male,British Columbia,Bachelor's degree
15,Male,Nova Scotia,No high school diploma
62,Female,Newfoundland and Labrador,Associate degree
56,Female,British Columbia,Associate degree
48,Female,British Columbia,Master's degree
65,Female,Quebec,Associate degree
35,Male,Quebec,High school diploma
49,Female,Nova Scotia,Associate degree
44,Male,Ontario,High school diploma
54,Male,Quebec,Bachelor's degree
18,Female,Quebec,High school diploma
20,Female,Ontario,Associate degree
76,Male,Manitoba,Master's degree
44,Female,British Columbia,No high school diploma
74,Female,Quebec,Associate degree
80,Female,Ontario,Associate degree
43,Male,Quebec,Bachelor's degree
80,Female,Quebec,High school diploma
72,Female,Ontario,Associate degree
34,Male,New Brunswick,Associate degree
71,Female,New Brunswick,Associate degree
37,Male,Nova Scotia,High school diploma
61,Male,Manitoba,Associate degree
55,Female,Nova Scotia,Associate degree
43,Male,Saskatchewan,Associate degree
50,Male,Newfoundland and Labrador,No high school diploma
21,Female,Ontario,High school diploma
16,Male,Ontario,No high school diploma
56,Male,Ontario,Master's degree
69,Female,British Columbia,Master's degree
40,Female,Quebec,High school diploma
22,Male,Alberta,Associate degree
65,Male,Saskatchewan,Associate degree
66,Male,Quebec,Master's degree
39,Male,Nova Scotia,Bachelor's degree
77,Male,Quebec,No high school diploma
80,Male,Ontario,No high school diploma
58,Male,New Brunswick,No high school diploma
30,Female,Ontario,Master's degree
31,Female,Saskatchewan,Master's degree
78,Male,Ontario,No high school diploma
24,Female,Nova Scotia,High school diploma
80,Female,British Columbia,No high school diploma
34,Male,Newfoundland and Labrador,No high school diploma
18,Male,Ontario,High school diploma
60,Female,Quebec,Associate degree
69,Male,Ontario,High school diploma
67,Female,Quebec,Associate degree
38,Male,British Columbia,Associate degree
53,Female,Alberta,No high school diploma
15,Male,Ontario,No high school diploma
24,Male,Ontario,Bachelor's degree
31,Male,Newfoundland and Labrador,Master's degree
70,Female,British Columbia,High school diploma
54,Male,Quebec,High school diploma
65,Female,Newfoundland and Labrador,High school diploma
69,Male,Quebec,No high school diploma
38,Female,Quebec,High school diploma
52,Male,Quebec,High school diploma
64,Male,Quebec,No high school diploma
80,Male,Ontario,Associate degree
35,Male,Quebec,Associate degree
42,Female,Saskatchewan,Associate degree
32,Male,Ontario,Bachelor's degree
68,Male,British Columbia,Associate degree
53,Female,Saskatchewan,Associate degree
64,Male,Newfoundland and Labrador,High school diploma
80,Male,British Columbia,High school diploma
64,Male,British Columbia,Associate degree
54,Male,Quebec,Associate degree
43,Male,Newfoundland and Labrador,High school diploma
39,Male,Ontario,Master's degree
62,Female,British Columbia,Associate degree
67,Female,Saskatchewan,Associate degree
57,Male,Ontario,High school diploma
80,Male,Alberta,No high school diploma
59,Male,New Brunswick,High school diploma
42,Male,Ontario,High school diploma
59,Female,Prince Edward Island,Associate degree
30,Male,Nova Scotia,High school diploma
23,Male,British Columbia,High school diploma
19,Male,Ontario,Associate degree
22,Male,Quebec,Associate degree
63,Male,Ontario,Bachelor's degree
52,Female,Ontario,Master's degree
70,Female,Newfoundland and Labrador,High school diploma
70,Male,New Brunswick,No high school diploma
80,Female,Ontario,Associate degree
34,Male,New Brunswick,Associate degree
37,Male,Newfoundland and Labrador,Associate degree
25,Male,New Brunswick,Associate degree
54,Female,Alberta,Master's degree
41,Female,Ontario,Associate degree
42,Female,Ontario,Bachelor's degree
53,Female,Nova Scotia,Bachelor's degree
74,Male,New Brunswick,No high school diploma
56,Male,Quebec,Associate degree
31,Female,Ontario,Bachelor's degree
80,Female,Manitoba,No high school diploma
66,Male,Ontario,No high school diploma
65,Female,British Columbia,Associate degree
70,Female,Ontario,High school diploma
63,Male,Saskatchewan,High school diploma
47,Female,Quebec,Associate degree
66,Female,Ontario,Bachelor's degree
40,Female,British Columbia,High school diploma
47,Female,British Columbia,High school diploma
48,Female,Newfoundland and Labrador,Associate degree
22,Male,Quebec,Associate degree
61,Male,Quebec,Associate degree
43,Female,Quebec,Associate degree
28,Female,Quebec,High school diploma
45,Female,Quebec,Bachelor's degree
64,Female,New Brunswick,No high school diploma
75,Female,Ontario,No high school diploma
51,Female,Quebec,Associate degree
22,Male,Ontario,Associate degree
58,Female,Alberta,High school diploma
71,Female,New Brunswick,Associate degree
72,Female,Quebec,Associate degree
17,Female,Ontario,No high school diploma
80,Female,Quebec,Bachelor's degree
59,Female,Manitoba,Bachelor's degree
24,Female,Ontario,Bachelor's degree
53,Male,Newfoundland and Labrador,High school diploma
17,Female,Alberta,No high school diploma
24,Male,New Brunswick,Bachelor's degree
67,Male,New Brunswick,Master's degree
55,Female,British Columbia,Associate degree
28,Female,Ontario,Associate degree
20,Female,Ontario,Associate degree
70,Female,Quebec,High school diploma
33,Female,British Columbia,Bachelor's degree
64,Female,British Columbia,Master's degree
56,Female,Quebec,No high school diploma
65,Male,Manitoba,No high school diploma
34,Male,Alberta,Master's degree
61,Female,Newfoundland and Labrador,No high school diploma
33,Male,Ontario,Bachelor's degree
53,Male,Ontario,Master's degree
27,Female,British Columbia,High school diploma
55,Female,British Columbia,Associate degree
17,Male,Ontario,No high school diploma
66,Female,Saskatchewan,No high school diploma
37,Female,Quebec,Master's degree
57,Female,Ontario,High school diploma
61,Male,Ontario,Master's degree
74,Male,Alberta,High school diploma
43,Female,British Columbia,High school diploma
30,Male,Quebec,No high school diploma
67,Female,Saskatchewan,Associate degree
23,Female,Ontario,Associate degree
46,Male,Quebec,No high school diploma
61,Female,Manitoba,No high school diploma
60,Male,New Brunswick,High school diploma
49,Female,Nova Scotia,Bachelor's degree
79,Female,Quebec,No high school diploma
73,Male,Ontario,Master's degree
63,Male,New Brunswick,Associate degree
74,Female,New Brunswick,Associate degree
26,Male,Ontario,Bachelor's degree
43,Female,Quebec,Associate degree
39,Male,Ontario,Bachelor's degree
62,Male,Newfoundland and Labrador,Bachelor's degree
64,Female,British Columbia,Associate degree
66,Male,Alberta,Master's degree
54,Female,Ontario,Bachelor's degree
76,Female,Ontario,No high school diploma
68,Male,Quebec,Master's degree
58,Male,New Brunswick,Bachelor's degree
62,Male,Saskatchewan,High school diploma
61,Male,Ontario,High school diploma
45,Male,Nova Scotia,High school diploma
50,Female,Nova Scotia,Bachelor's degree
78,Male,British Columbia,Master's degree
50,Female,Newfoundland and Labrador,Associate degree
80,Female,Saskatchewan,Associate degree
46,Female,New Brunswick,Bachelor's degree
56,Male,Prince Edward Island,High school diploma
37,Female,Quebec,Associate degree
58,Male,Ontario,Associate degree
55,Female,Ontario,Associate degree
54,Female,Newfoundland and Labrador,Associate degree
39,Male,New Brunswick,Bachelor's degree
43,Male,Ontario,Master's degree
80,Female,British Columbia,Associate degree
55,Female,Alberta,No high school diploma
51,Male,Prince Edward Island,High school diploma
65,Female,Ontario,No high school diploma
42,Female,Quebec,Bachelor's degree
60,Female,Alberta,Associate degree
63,Male,Saskatchewan,Associate degree
73,Female,Quebec,No high school diploma
71,Female,Ontario,No high school diploma
75,Female,Quebec,High school diploma
74,Male,Quebec,No high school diploma
37,Female,Ontario,Associate degree
57,Female,Ontario,No high school diploma
55,Female,Ontario,No high school diploma
35,Female,British Columbia,High school diploma
67,Female,Ontario,No high school diploma
48,Female,Ontario,Associate degree
41,Male,British Columbia,High school diploma
37,Male,British Columbia,Associate degree
59,Male,Newfoundland and Labrador,High school diploma
55,Male,Ontario,Bachelor's degree
46,Male,Prince Edward Island,No high school diploma
39,Female,Ontario,Associate degree
58,Female,Ontario,High school diploma
48,Male,British Columbia,Bachelor's degree
24,Female,Ontario,Bachelor's degree
51,Female,British Columbia,Associate degree
37,Male,Quebec,Associate degree
39,Female,Ontario,Associate degree
15,Female,Newfoundland and Labrador,No high school diploma
31,Male,Ontario,Bachelor's degree
57,Male,Nova Scotia,Associate degree
53,Male,Newfoundland and Labrador,Associate degree
55,Male,Ontario,Associate degree
34,Male,Newfoundland and Labrador,Bachelor's degree
39,Female,British Columbia,Master's degree
28,Male,Ontario,High school diploma
61,Male,Manitoba,High school diploma
71,Female,Ontario,High school diploma
71,Male,Ontario,High school diploma
32,Female,Alberta,Bachelor's degree
70,Female,Ontario,High school diploma
68,Female,Manitoba,High school diploma
51,Male,Saskatchewan,Associate degree
23,Male,Ontario,No high school diploma
18,Female,Saskatchewan,Associate degree
49,Female,Ontario,Associate degree
45,Male,Ontario,Bachelor's degree
58,Male,Saskatchewan,High school diploma
61,Male,New Brunswick,High school diploma
54,Female,Nova Scotia,Associate degree
73,Female,Newfoundland and Labrador,Associate degree
73,Female,Saskatchewan,High school diploma
64,Male,Alberta,Associate degree
54,Female,Quebec,No high school diploma
79,Male,Ontario,Associate degree
44,Female,Newfoundland and Labrador,Associate degree
39,Female,Nova Scotia,Master's degree
34,Male,Quebec,Master's degree
48,Female,Quebec,Bachelor's degree
68,Female,British Columbia,Bachelor's degree
67,Female,Nova Scotia,High school diploma
23,Female,Quebec,Associate degree
27,Male,Ontario,Associate degree
15,Male,British Columbia,No high school diploma
36,Female,Quebec,Bachelor's degree
77,Male,Ontario,No high school diploma
56,Male,Alberta,Bachelor's degree
61,Female,New Brunswick,High school diploma
64,Male,Ontario,Bachelor's degree
30,Female,Ontario,Bachelor's degree
56,Male,Saskatchewan,High school diploma
50,Male,Quebec,High school diploma
70,Female,British Columbia,High school diploma
29,Male,Quebec,Bachelor's degree
64,Male,Quebec,No high school diploma
37,Female,Quebec,Associate degree
70,Male,Quebec,Associate degree
73,Male,British Columbia,Associate degree
37,Male,Quebec,Associate degree
66,Female,Ontario,Master's degree
37,Female,Alberta,Associate degree
50,Male,Nova Scotia,Associate degree
33,Female,Ontario,Associate degree
61,Female,Quebec,No high school diploma
61,Male,Quebec,High school diploma
80,Female,New Brunswick,Associate degree
16,Female,Ontario,No high school diploma
45,Male,Ontario,Master's degree
52,Female,Quebec,Associate degree
50,Male,Ontario,Associate degree
40,Female,Ontario,Associate degree
80,Female,Quebec,High school diploma
73,Male,Ontario,Master's degree
20,Female,Ontario,No high school diploma
29,Female,Ontario,Associate degree
71,Female,Saskatchewan,Associate degree
72,Female,Ontario,High school diploma
74,Male,Ontario,High school diploma
65,Female,New Brunswick,Associate degree
64,Male,Ontario,Associate degree
17,Male,Alberta,No high school diploma
41,Male,Ontario,Associate degree
53,Female,Prince Edward Island,High school diploma
80,Female,New Brunswick,Associate degree
58,Female,Ontario,Associate degree
59,Male,Ontario,Associate degree
67,Female,Quebec,Associate degree
60,Male,Ontario,Associate degree
31,Male,Quebec,Master's degree
74,Female,Nova Scotia,High school diploma
49,Male,British Columbia,Associate degree
33,Male,British Columbia,Bachelor's degree
71,Female,Nova Scotia,Bachelor's degree
61,Female,Newfoundland and Labrador,Associate degree
57,Male,British Columbia,Associate degree
16,Male,British Columbia,Associate degree
33,Male,Alberta,High school diploma
71,Female,Quebec,High school diploma
45,Male,Alberta,Associate degree
58,Female,British Columbia,Associate degree
74,Female,Quebec,No high school diploma
68,Male,British Columbia,Master's degree
38,Female,Quebec,Bachelor's degree
66,Male,Saskatchewan,High school diploma
66,Female,Ontario,Bachelor's degree
21,Male,Ontario,High school diploma
51,Female,Newfoundland and Labrador,Associate degree
44,Female,Alberta,Associate degree
77,Female,British Columbia,High school diploma
80,Female,Quebec,Associate degree
76,Male,Ontario,Master's degree
57,Male,British Columbia,Bachelor's degree
25,Male,British Columbia,Associate degree
47,Male,British Columbia,Bachelor's degree
80,Female,Quebec,No high school diploma
60,Male,Alberta,Associate degree
61,Female,Quebec,Master's degree
63,Male,British Columbia,Associate degree
43,Female,Saskatchewan,Bachelor's degree
52,Male,Ontario,Master's degree
18,Male,British Columbia,High school diploma
43,Male,Quebec,Associate degree
80,Female,Ontario,High school diploma
66,Female,British Columbia,Bachelor's degree
40,Male,New Brunswick,Associate degree
50,Male,Alberta,Associate degree
70,Female,Newfoundland and Labrador,Associate degree
63,Male,Alberta,Associate degree
56,Male,British Columbia,High school diploma
77,Female,New Brunswick,High school diploma
32,Female,Quebec,Associate degree
72,Male,Manitoba,No high school diploma
64,Male,Newfoundland and Labrador,High school diploma
63,Female,British Columbia,High school diploma
18,Male,Quebec,Associate degree
30,Male,Quebec,Associate degree
80,Female,Newfoundland and Labrador,No high school diploma
39,Female,Quebec,Bachelor's degree
77,Male,British Columbia,High school diploma
25,Male,Nova Scotia,High school diploma
54,Male,British Columbia,Associate degree
64,Female,Ontario,Bachelor's degree
59,Male,Manitoba,Master's degree
51,Female,Newfoundland and Labrador,Associate degree
28,Female,British Columbia,No high school diploma
27,Male,Ontario,Bachelor's degree
80,Male,Ontario,Associate degree
69,Male,Quebec,High school diploma
45,Male,Ontario,High school diploma
55,Female,Quebec,Associate degree
58,Female,Quebec,Associate degree
55,Female,New Brunswick,High school diploma
41,Male,Quebec,High school diploma
45,Female,Ontario,Associate degree
25,Male,Prince Edward Island,Associate degree
78,Male,Nova Scotia,Associate degree
41,Male,Quebec,High school diploma
80,Female,Ontario,Associate degree
36,Female,New Brunswick,High school diploma
67,Male,Quebec,No high school diploma
68,Female,Ontario,High school diploma
79,Male,Saskatchewan,No high school diploma
49,Male,Ontario,High school diploma
70,Male,British Columbia,No high school diploma
44,Female,Ontario,Associate degree
30,Male,Saskatchewan,Bachelor's degree
55,Female,Ontario,Master's degree
44,Female,Quebec,Associate degree
54,Female,Ontario,Associate degree
78,Female,Ontario,High school diploma
22,Female,Ontario,Associate degree
36,Male,Newfoundland and Labrador,Associate degree
60,Female,Alberta,Master's degree
73,Male,Newfoundland and Labrador,No high school diploma
42,Female,Ontario,Associate degree
78,Female,British Columbia,High school diploma
52,Male,Nova Scotia,Master's degree
62,Male,Ontario,Master's degree
69,Male,Quebec,Associate degree
80,Male,Saskatchewan,No high school diploma
63,Female,Alberta,Bachelor's degree
73,Male,Nova Scotia,High school diploma
63,Male,Nova Scotia,Bachelor's degree
43,Male,British Columbia,High school diploma
27,Male,Ontario,Master's degree
42,Female,Alberta,Associate degree
62,Male,British Columbia,No high school diploma
30,Male,Ontario,Associate degree
21,Female,New Brunswick,High school diploma
18,Female,Ontario,High school diploma
37,Female,New Brunswick,High school diploma
38,Male,Quebec,Bachelor's degree
80,Female,Manitoba,No high school diploma
29,Female,Ontario,High school diploma
38,Male,Quebec,No high school diploma
41,Female,Ontario,Bachelor's degree
27,Female,Saskatchewan,Associate degree
70,Female,Nova Scotia,No high school diploma
23,Female,Saskatchewan,No high school diploma
61,Female,Saskatchewan,High school diploma
67,Male,Prince Edward Island,Bachelor's degree
63,Male,Saskatchewan,No high school diploma
20,Male,Ontario,High school diploma
44,Male,Quebec,Associate degree
44,Male,Manitoba,Associate degree
33,Female,Quebec,Associate degree
40,Male,Alberta,Bachelor's degree
41,Female,Quebec,Associate degree
68,Female,Alberta,Bachelor's degree
57,Female,Ontario,Bachelor's degree
56,Male,Ontario,Master's degree
43,Female,Quebec,Bachelor's degree
35,Female,Ontario,High school diploma
39,Male,New Brunswick,Associate degree
19,Female,Prince Edward Island,High school diploma
66,Male,British Columbia,Master's degree
54,Male,British Columbia,High school diploma
36,Male,Ontario,Bachelor's degree
19,Female,Manitoba,High school diploma
41,Female,Ontario,Bachelor's degree
69,Female,Quebec,Master's degree
46,Male,Prince Edward Island,Associate degree
71,Male,Newfoundland and Labrador,No high school diploma
70,Male,Ontario,Master's degree
52,Male,Quebec,No high school diploma
15,Female,Manitoba,No high school diploma
41,Female,British Columbia,Master's degree
51,Female,Quebec,Associate degree
59,Male,Quebec,High school diploma
37,Female,Alberta,Master's degree
25,Female,New Brunswick,Master's degree
57,Male,Quebec,High school diploma
46,Male,Manitoba,Bachelor's degree
23,Female,Nova Scotia,Associate degree
23,Male,Nova Scotia,Bachelor's degree
58,Female,Alberta,Bachelor's degree
42,Female,Manitoba,Bachelor's degree
39,Female,Quebec,Associate degree
29,Female,Alberta,No high school diploma
37,Male,Ontario,High school diploma
80,Female,British Columbia,High school diploma
34,Male,Saskatchewan,High school diploma
19,Female,Ontario,High school diploma
67,Male,Nova Scotia,No high school diploma
32,Female,Newfoundland and Labrador,Associate degree
60,Female,New Brunswick,Bachelor's degree
59,Male,Nova Scotia,No high school diploma
67,Female,British Columbia,High school diploma
42,Male,British Columbia,High school diploma
26,Female,British Columbia,Bachelor's degree
25,Female,Ontario,High school diploma
79,Female,British Columbia,High school diploma
66,Female,Quebec,No high school diploma
71,Male,Quebec,High school diploma
66,Male,Prince Edward Island,Associate degree
80,Female,British Columbia,Master's degree
59,Male,Ontario,Associate degree
61,Female,Ontario,Master's degree
50,Male,Ontario,High school diploma
44,Female,British Columbia,Bachelor's degree
66,Female,Ontario,Bachelor's degree
59,Male,Newfoundland and Labrador,Bachelor's degree
46,Male,Ontario,High school diploma
33,Male,Alberta,Bachelor's degree
54,Female,Ontario,High school diploma
34,Female,Ontario,Associate degree
46,Male,Ontario,Associate degree
67,Female,British Columbia,Associate degree
59,Male,British Columbia,High school diploma
57,Female,Quebec,High school diploma
56,Male,Nova Scotia,Associate degree
56,Female,Ontario,High school diploma
75,Female,New Brunswick,Associate degree
52,Female,British Columbia,Bachelor's degree
74,Female,Quebec,Bachelor's degree
42,Female,Manitoba,Associate degree
61,Female,Ontario,High school diploma
26,Female,New Brunswick,Associate degree
24,Female,Manitoba,Bachelor's degree
75,Female,Ontario,No high school diploma
77,Female,Quebec,High school diploma
61,Female,British Columbia,High school diploma
35,Male,Quebec,Associate degree
17,Male,New Brunswick,High school diploma
68,Male,Quebec,No high school diploma
42,Female,New Brunswick,High school diploma
30,Female,Ontario,Associate degree
45,Male,Ontario,Bachelor's degree
70,Female,British Columbia,High school diploma
47,Male,British Columbia,Associate degree
57,Male,New Brunswick,High school diploma
24,Female,Alberta,Bachelor's degree
36,Female,Alberta,Master's degree
42,Male,Ontario,High school diploma
57,Female,Quebec,Associate degree
20,Male,Ontario,High school diploma
40,Male,New Brunswick,Bachelor's degree
80,Female,British Columbia,High school diploma
71,Female,Quebec,Bachelor's degree
71,Male,Ontario,No high school diploma
78,Female,Ontario,High school diploma
80,Female,Alberta,High school diploma
66,Male,Prince Edward Island,Associate degree
61,Female,British Columbia,Bachelor's degree
65,Female,Saskatchewan,Master's degree
30,Female,Manitoba,Associate degree
72,Female,Manitoba,Associate degree
45,Female,Ontario,Associate degree
46,Male,British Columbia,Associate degree
65,Female,Saskatchewan,High school diploma
60,Male,Ontario,Bachelor's degree
60,Male,Ontario,High school diploma
39,Male,British Columbia,Bachelor's degree
55,Male,Newfoundland and Labrador,High school diploma
25,Female,Ontario,Bachelor's degree
33,Female,Ontario,Bachelor's degree
80,Female,Ontario,No high school diploma
69,Female,British Columbia,Associate degree
47,Female,Ontario,Master's degree
75,Female,Ontario,High school diploma
57,Male,Ontario,No high school diploma
62,Female,Ontario,Associate degree
36,Male,Quebec,Bachelor's degree
41,Male,British Columbia,No high school diploma
55,Female,Ontario,Associate degree
34,Male,Ontario,Associate degree
72,Female,Ontario,No high school diploma
60,Male,Saskatchewan,High school diploma
39,Female,Ontario,Associate degree
47,Female,New Brunswick,Master's degree
65,Female,Ontario,High school diploma
64,Male,Manitoba,No high school diploma
32,Male,Saskatchewan,Associate degree
80,Male,Manitoba,Associate degree
66,Male,Prince Edward Island,Associate degree
55,Male,New Brunswick,Bachelor's degree
40,Female,Saskatchewan,Bachelor's degree
80,Female,Saskatchewan,Bachelor's degree
37,Female,Alberta,Bachelor's degree
65,Male,Ontario,Associate degree
75,Male,Newfoundland and Labrador,High school diploma
42,Female,Ontario,Bachelor's degree
64,Female,Nova Scotia,No high school diploma
54,Male,Ontario,Associate degree
80,Female,Nova Scotia,No high school diploma
60,Male,British Columbia,Bachelor's degree
34,Male,New Brunswick,Associate degree
61,Male,Saskatchewan,High school diploma
30,Female,Ontario,Associate degree
44,Male,Quebec,Bachelor's degree
30,Female,Manitoba,Associate degree
66,Female,Ontario,Associate degree
66,Male,Alberta,No high school diploma
32,Female,British Columbia,Bachelor's degree
47,Male,British Columbia,Associate degree
17,Male,Ontario,No high school diploma
69,Male,British Columbia,High school diploma
62,Female,Prince Edward Island,Associate degree
65,Female,Ontario,No high school diploma
35,Male,New Brunswick,Associate degree
41,Female,Manitoba,Associate degree
50,Female,British Columbia,High school diploma
21,Female,Ontario,High school diploma
59,Male,British Columbia,High school diploma
80,Female,Alberta,No high school diploma
31,Male,Quebec,Associate degree
63,Female,British Columbia,Associate degree
48,Male,Quebec,High school diploma
60,Female,Alberta,High school diploma
48,Female,British Columbia,Bachelor's degree
17,Male,Saskatchewan,No high school diploma
40,Female,Newfoundland and Labrador,Master's degree
56,Male,Newfoundland and Labrador,High school diploma
60,Male,Prince Edward Island,No high school diploma
41,Male,Ontario,Bachelor's degree
57,Female,Ontario,Associate degree
67,Male,Newfoundland and Labrador,Bachelor's degree
70,Female,Newfoundland and Labrador,No high school diploma
48,Female,British Columbia,Associate degree
80,Female,Ontario,High school diploma
55,Male,New Brunswick,Master's degree
57,Female,Alberta,High school diploma
22,Female,Alberta,No high school diploma
60,Female,Ontario,Bachelor's degree
62,Female,Quebec,Associate degree
71,Female,Manitoba,Associate degree
37,Male,Saskatchewan,Bachelor's degree
31,Male,Ontario,Bachelor's degree
78,Female,New Brunswick,No high school diploma
74,Female,Quebec,High school diploma
62,Female,Nova Scotia,Associate degree
66,Female,Prince Edward Island,Associate degree
56,Male,New Brunswick,High school diploma
80,Female,Saskatchewan,No high school diploma
55,Female,Ontario,Associate degree
60,Male,Ontario,Master's degree
65,Female,Saskatchewan,Bachelor's degree
64,Female,Manitoba,Associate degree
76,Female,Quebec,High school diploma
61,Female,Quebec,High school diploma
49,Male,Quebec,Associate degree
61,Female,British Columbia,Associate degree
60,Male,New Brunswick,No high school diploma
75,Male,Nova Scotia,Master's degree
50,Female,New Brunswick,No high school diploma
38,Male,Newfoundland and Labrador,Associate degree
50,Male,Nova Scotia,Associate degree
69,Male,Quebec,No high school diploma
40,Female,British Columbia,Associate degree
56,Female,Newfoundland and Labrador,High school diploma
38,Female,Ontario,High school diploma
61,Female,Quebec,High school diploma
23,Female,Manitoba,High school diploma
64,Female,Quebec,High school diploma
36,Male,Saskatchewan,Bachelor's degree
73,Female,Quebec,No high school diploma
32,Female,Nova Scotia,Bachelor's degree
43,Female,Ontario,Master's degree
72,Female,British Columbia,Associate degree
68,Female,New Brunswick,Associate degree
19,Male,Quebec,High school diploma
40,Female,Ontario,Associate degree
79,Male,New Brunswick,No high school diploma
19,Female,Quebec,High school diploma
50,Male,Ontario,Associate degree
51,Female,British Columbia,Associate degree
40,Female,Quebec,Associate degree
35,Female,Ontario,Bachelor's degree
51,Male,Nova Scotia,High school diploma
73,Female,Alberta,Associate degree
48,Male,Manitoba,Master's degree
80,Female,Quebec,High school diploma
63,Female,British Columbia,High school diploma
60,Female,Ontario,Associate degree
70,Male,British Columbia,High school diploma
73,Female,Ontario,Associate degree
36,Female,Quebec,Bachelor's degree
73,Female,Alberta,Associate degree
16,Male,Ontario,No high school diploma
61,Female,British Columbia,Bachelor's degree
71,Female,British Columbia,Bachelor's degree
80,Female,Quebec,Associate degree
59,Male,British Columbia,Bachelor's degree
35,Male,Ontario,Associate degree
35,Male,Quebec,Associate degree
70,Male,Quebec,No high school diploma
53,Female,Saskatchewan,Associate degree
43,Male,Nova Scotia,No high school diploma
56,Male,Ontario,Associate degree
44,Male,Ontario,Associate degree
51,Female,New Brunswick,High school diploma
39,Female,Quebec,Bachelor's degree
80,Female,New Brunswick,No high school diploma
67,Male,Quebec,High school diploma
52,Male,Ontario,Associate degree
71,Male,Quebec,Master's degree
24,Male,British Columbia,Bachelor's degree
33,Male,Ontario,Master's degree
55,Female,Saskatchewan,Master's degree
37,Female,Ontario,Associate degree
63,Female,Newfoundland and Labrador,Bachelor's degree
68,Female,Manitoba,Master's degree
31,Male,Manitoba,No high school diploma
34,Female,Ontario,Bachelor's degree
32,Female,Ontario,Associate degree
29,Female,Alberta,High school diploma
51,Female,Ontario,High school diploma
21,Female,Prince Edward Island,No high school diploma
80,Female,Manitoba,High school diploma
30,Male,Alberta,High school diploma
26,Male,British Columbia,Associate degree
64,Female,Quebec,Associate degree
57,Male,Newfoundland and Labrador,Associate degree
23,Female,Ontario,High school diploma
49,Female,British Columbia,Associate degree
60,Female,Ontario,High school diploma
73,Female,Saskatchewan,Associate degree
71,Female,Ontario,Bachelor's degree
30,Male,Ontario,Associate degree
80,Male,Ontario,Associate degree
34,Female,Ontario,High school diploma
60,Male,Nova Scotia,High school diploma
23,Male,New Brunswick,Bachelor's degree
16,Male,Quebec,No high school diploma
40,Male,Quebec,Associate degree
60,Female,Saskatchewan,High school diploma
36,Female,Ontario,Bachelor's degree
48,Female,Manitoba,Master's degree
54,Male,Manitoba,Associate degree
40,Female,Ontario,High school diploma
67,Female,British Columbia,Bachelor's degree
25,Male,Ontario,Associate degree
76,Male,Quebec,No high school diploma
31,Male,Quebec,Associate degree
21,Male,British Columbia,High school diploma
19,Male,Ontario,High school diploma
75,Male,Newfoundland and Labrador,Master's degree
51,Male,Ontario,Master's degree
59,Female,New Brunswick,High school diploma
30,Female,Quebec,Associate degree
62,Female,British Columbia,High school diploma
29,Female,New Brunswick,Bachelor's degree
66,Female,Newfoundland and Labrador,Associate degree
40,Female,Manitoba,Associate degree
43,Female,Manitoba,Bachelor's degree
66,Female,Newfoundland and Labrador,Associate degree
37,Male,New Brunswick,Associate degree
35,Female,Alberta,High school diploma
59,Male,Nova Scotia,Master's degree
59,Female,Ontario,Master's degree
28,Male,Nova Scotia,Bachelor's degree
